Age,Gender,Education,Skills,Interests,Job_Title,Industry,Salary_Range,Growth_Rate
43,Other,PhD,"Design, Java","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
64,Other,High School,"Communication, Data Analysis","Finance, Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Master’s,"Python, Design, Management, Java",Education,Software Engineer,Tech,$80k–$120k,0.07
49,Male,High School,"Communication, Data Analysis, Python, Java","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
18,Female,PhD,"Data Analysis, Design, Communication, Management","Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
38,Male,High School,"Java, Communication","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
51,Male,High School,"Data Analysis, Design, Python, Communication","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
45,Other,PhD,"Design, Data Analysis, Management","Healthcare, Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
32,Male,Bachelor’s,"Design, Java, Communication, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
57,Female,Bachelor’s,"Design, Data Analysis, Communication, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
48,Other,Bachelor’s,"Design, Management, Data Analysis","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
32,Male,Master’s,"Java, Management","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
58,Female,High School,"Java, Python, Communication",Technology,Software Engineer,Tech,$80k–$120k,0.07
42,Other,Bachelor’s,"Data Analysis, Management","Technology, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
26,Female,Bachelor’s,"Java, Design, Python","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
33,Other,Bachelor’s,"Java, Communication, Management",Art,Software Engineer,Tech,$80k–$120k,0.07
40,Other,High School,"Java, Management","Healthcare, Education, Art",Data Scientist,Tech,$90k–$140k,0.08
40,Female,PhD,"Java, Management, Python","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
34,Male,PhD,"Communication, Data Analysis, Design, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
33,Male,High School,"Design, Python, Data Analysis","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
37,Male,PhD,"Communication, Java, Data Analysis","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
57,Other,Bachelor’s,"Management, Java",Education,Software Engineer,Tech,$80k–$120k,0.07
58,Female,Bachelor’s,"Python, Data Analysis, Communication, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
50,Other,Master’s,"Design, Communication, Java, Data Analysis","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
37,Female,PhD,"Management, Python, Design","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
31,Female,Bachelor’s,"Management, Communication, Data Analysis","Technology, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
40,Male,Master’s,"Management, Java","Art, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
20,Male,PhD,"Python, Java, Communication, Design","Healthcare, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
19,Male,Master’s,"Management, Communication","Finance, Art, Education",Software Engineer,Tech,$80k–$120k,0.07
44,Male,Master’s,"Design, Communication","Education, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
56,Other,Master’s,"Communication, Design, Python","Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
57,Female,PhD,"Data Analysis, Python, Java, Design",Education,Data Scientist,Tech,$90k–$140k,0.08
26,Female,High School,"Python, Data Analysis","Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
44,Other,Bachelor’s,"Management, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
34,Female,High School,"Data Analysis, Communication, Python","Healthcare, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
63,Other,Bachelor’s,"Python, Java, Design","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
32,Male,Bachelor’s,"Python, Java, Data Analysis, Design","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
31,Other,Bachelor’s,"Python, Design, Data Analysis, Management","Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
36,Other,Bachelor’s,"Management, Python, Design, Communication","Technology, Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
43,Male,Bachelor’s,"Python, Data Analysis, Design","Finance, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
43,Female,PhD,"Java, Python, Design, Data Analysis","Education, Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
30,Male,High School,"Management, Data Analysis, Java","Education, Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
26,Female,Master’s,"Design, Python, Management, Data Analysis","Technology, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
64,Other,PhD,"Management, Communication, Python, Design","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
53,Other,PhD,"Python, Communication, Java, Data Analysis",Finance,Data Scientist,Tech,$90k–$140k,0.08
50,Other,Master’s,"Management, Python","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
30,Female,Bachelor’s,"Management, Python, Design","Technology, Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
28,Female,High School,"Java, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
51,Female,Master’s,"Python, Data Analysis, Communication, Java",Education,Data Scientist,Tech,$90k–$140k,0.08
40,Female,Master’s,"Management, Communication, Design, Python","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
58,Other,PhD,"Data Analysis, Communication, Java","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
39,Female,High School,"Communication, Data Analysis","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
35,Male,High School,"Data Analysis, Design",Art,Graphic Designer,Creative,$40k–$60k,0.03
30,Female,Bachelor’s,"Python, Design, Communication",Art,Graphic Designer,Creative,$40k–$60k,0.03
45,Male,High School,"Communication, Python, Design","Art, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
25,Female,High School,"Management, Python","Art, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
43,Other,High School,"Java, Design, Python","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
31,Male,High School,"Design, Java, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
62,Other,High School,"Java, Management","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
42,Other,Bachelor’s,"Python, Design, Management","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
45,Female,High School,"Design, Data Analysis, Communication, Management","Education, Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
32,Other,PhD,"Java, Communication",Technology,Graphic Designer,Creative,$40k–$60k,0.03
45,Other,Bachelor’s,"Python, Data Analysis","Technology, Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
22,Male,Master’s,"Management, Data Analysis, Design, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
26,Other,Bachelor’s,"Java, Communication, Management, Python","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
33,Other,High School,"Data Analysis, Design, Management, Communication","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
55,Other,High School,"Python, Java, Management","Finance, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
23,Other,Bachelor’s,"Design, Communication, Data Analysis, Java","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
54,Other,Bachelor’s,"Management, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
65,Female,Bachelor’s,"Communication, Management","Healthcare, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
31,Other,PhD,"Data Analysis, Communication, Design","Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
28,Female,Master’s,"Communication, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
41,Male,Master’s,"Design, Communication, Python","Finance, Technology, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
26,Male,Master’s,"Python, Java","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
64,Male,Bachelor’s,"Management, Java, Design, Communication","Art, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,PhD,"Python, Communication, Java",Art,Software Engineer,Tech,$80k–$120k,0.07
39,Female,Bachelor’s,"Python, Design, Communication, Management","Finance, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Bachelor’s,"Management, Java, Data Analysis, Design","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
24,Other,High School,"Communication, Management, Design","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
36,Male,Master’s,"Python, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
62,Female,Bachelor’s,"Management, Python",Technology,Graphic Designer,Creative,$40k–$60k,0.03
38,Female,Master’s,"Design, Management, Data Analysis","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
50,Female,Master’s,"Python, Data Analysis, Design, Communication",Technology,Software Engineer,Tech,$80k–$120k,0.07
35,Male,High School,"Design, Python",Art,Data Scientist,Tech,$90k–$140k,0.08
27,Male,Bachelor’s,"Java, Communication","Healthcare, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
21,Female,PhD,"Management, Communication, Design, Data Analysis",Art,Data Scientist,Tech,$90k–$140k,0.08
41,Other,Bachelor’s,"Management, Design, Data Analysis","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
21,Male,Bachelor’s,"Java, Python","Finance, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
35,Male,Master’s,"Python, Management","Finance, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
35,Female,Bachelor’s,"Python, Java, Communication","Education, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
26,Other,High School,"Communication, Design, Python, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
33,Other,Bachelor’s,"Communication, Python","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
58,Female,PhD,"Java, Communication, Data Analysis",Education,Software Engineer,Tech,$80k–$120k,0.07
46,Female,Master’s,"Python, Data Analysis, Communication, Management","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
31,Other,Bachelor’s,"Design, Data Analysis","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
40,Male,Bachelor’s,"Design, Communication, Data Analysis",Education,Data Scientist,Tech,$90k–$140k,0.08
56,Other,Bachelor’s,"Communication, Python","Art, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
58,Male,High School,"Design, Python","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
41,Other,PhD,"Data Analysis, Design, Management",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
38,Female,Master’s,"Java, Python, Management, Data Analysis","Finance, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
61,Male,Master’s,"Data Analysis, Python","Finance, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
43,Other,High School,"Communication, Python",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
37,Male,Bachelor’s,"Management, Python, Java","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
40,Other,Master’s,"Java, Design","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
27,Other,High School,"Java, Design, Python, Management","Technology, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
55,Male,High School,"Data Analysis, Java, Communication, Design","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
53,Other,High School,"Data Analysis, Design, Java","Technology, Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
61,Other,PhD,"Python, Java, Data Analysis, Management",Education,Software Engineer,Tech,$80k–$120k,0.07
39,Other,High School,"Java, Data Analysis, Design, Python","Healthcare, Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
38,Male,Master’s,"Communication, Design, Data Analysis, Java","Finance, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
61,Male,Bachelor’s,"Communication, Python","Education, Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
25,Female,Bachelor’s,"Data Analysis, Design, Communication, Python","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
57,Other,High School,"Design, Data Analysis, Communication, Management","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
39,Female,Master’s,"Management, Data Analysis","Finance, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
55,Female,PhD,"Python, Java, Data Analysis, Design","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
58,Other,Master’s,"Python, Data Analysis",Technology,Graphic Designer,Creative,$40k–$60k,0.03
42,Female,PhD,"Data Analysis, Python, Communication, Management",Finance,Software Engineer,Tech,$80k–$120k,0.07
57,Female,PhD,"Communication, Management","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
54,Other,High School,"Python, Management, Design, Data Analysis","Technology, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
53,Other,Bachelor’s,"Communication, Management",Technology,Data Scientist,Tech,$90k–$140k,0.08
56,Female,Bachelor’s,"Java, Design","Technology, Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
61,Male,Master’s,"Data Analysis, Management, Design","Healthcare, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
40,Male,Bachelor’s,"Python, Data Analysis, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
23,Male,PhD,"Python, Design, Management","Art, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
54,Other,Master’s,"Data Analysis, Design",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
46,Other,Master’s,"Communication, Data Analysis, Design",Education,Data Scientist,Tech,$90k–$140k,0.08
33,Female,PhD,"Java, Management, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
63,Female,Bachelor’s,"Design, Management","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
38,Other,High School,"Design, Data Analysis","Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
63,Female,PhD,"Management, Communication, Java","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
34,Female,PhD,"Communication, Design","Art, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
36,Male,High School,"Java, Management","Technology, Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
34,Female,Master’s,"Communication, Java","Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
52,Other,Bachelor’s,"Java, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
59,Male,Master’s,"Java, Design, Python, Management","Finance, Art, Education",Software Engineer,Tech,$80k–$120k,0.07
46,Other,PhD,"Data Analysis, Python, Design, Management","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
59,Female,High School,"Management, Python, Design, Java","Finance, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
33,Male,High School,"Communication, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
42,Other,Master’s,"Communication, Design, Java","Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
27,Male,Master’s,"Management, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
27,Other,High School,"Communication, Design",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
26,Other,Master’s,"Management, Java, Design","Technology, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
48,Female,PhD,"Java, Design, Communication, Python","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
29,Other,Bachelor’s,"Java, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
41,Male,Bachelor’s,"Python, Data Analysis, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
24,Other,High School,"Data Analysis, Java, Design, Management",Finance,Data Scientist,Tech,$90k–$140k,0.08
43,Female,High School,"Data Analysis, Design, Python","Education, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
53,Male,Bachelor’s,"Data Analysis, Management, Communication",Finance,Graphic Designer,Creative,$40k–$60k,0.03
54,Other,Bachelor’s,"Management, Design, Java, Communication","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
33,Other,PhD,"Management, Python, Communication","Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
38,Female,Master’s,"Python, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
48,Female,Bachelor’s,"Data Analysis, Design, Python, Java","Art, Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
50,Male,High School,"Design, Management, Data Analysis, Communication","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
28,Other,Bachelor’s,"Communication, Management, Design, Data Analysis",Technology,Graphic Designer,Creative,$40k–$60k,0.03
19,Female,Bachelor’s,"Design, Communication, Python","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
37,Other,High School,"Management, Java, Data Analysis","Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
49,Other,Master’s,"Management, Design, Java, Python","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
48,Other,PhD,"Data Analysis, Java","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
24,Male,Master’s,"Design, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
42,Male,High School,"Data Analysis, Java, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
21,Other,PhD,"Communication, Java","Healthcare, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
64,Female,High School,"Design, Communication, Java, Management","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
19,Female,Master’s,"Communication, Design, Python, Data Analysis","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
65,Male,PhD,"Python, Management, Java, Communication","Art, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Master’s,"Management, Design, Communication","Art, Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
30,Female,Master’s,"Python, Management, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
43,Other,High School,"Communication, Python","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
44,Male,Master’s,"Management, Java, Data Analysis","Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
54,Other,Master’s,"Management, Data Analysis, Python, Communication","Art, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
31,Male,PhD,"Data Analysis, Java, Python","Education, Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
33,Other,High School,"Management, Design, Communication, Python","Education, Art",Data Scientist,Tech,$90k–$140k,0.08
21,Male,Bachelor’s,"Python, Design, Data Analysis","Finance, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
27,Other,PhD,"Python, Data Analysis, Design, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
61,Female,PhD,"Management, Data Analysis, Java, Communication","Education, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
22,Other,Bachelor’s,"Python, Design, Communication, Data Analysis",Education,Software Engineer,Tech,$80k–$120k,0.07
44,Female,Bachelor’s,"Design, Data Analysis","Art, Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
46,Other,PhD,"Communication, Design, Management","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
60,Male,High School,"Communication, Java, Python","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
33,Other,High School,"Python, Communication, Java","Technology, Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
45,Male,Master’s,"Design, Python, Communication, Management",Art,Graphic Designer,Creative,$40k–$60k,0.03
25,Female,PhD,"Communication, Python",Education,Software Engineer,Tech,$80k–$120k,0.07
32,Other,Master’s,"Design, Data Analysis",Art,Graphic Designer,Creative,$40k–$60k,0.03
44,Other,Master’s,"Communication, Data Analysis, Management","Finance, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
50,Other,PhD,"Communication, Data Analysis","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
49,Female,Master’s,"Communication, Design, Management, Python","Healthcare, Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
45,Other,PhD,"Management, Communication","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
22,Male,Bachelor’s,"Management, Communication, Design","Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
43,Female,High School,"Data Analysis, Management","Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
18,Other,High School,"Design, Communication","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
30,Male,High School,"Data Analysis, Python, Design, Communication","Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
31,Female,Master’s,"Java, Management","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
35,Other,High School,"Java, Python, Data Analysis, Design",Finance,Graphic Designer,Creative,$40k–$60k,0.03
59,Female,Bachelor’s,"Python, Design, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
18,Female,Master’s,"Java, Data Analysis, Design","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
41,Other,PhD,"Design, Python, Data Analysis","Healthcare, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
57,Male,Master’s,"Management, Design, Communication",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
56,Other,Bachelor’s,"Data Analysis, Python","Healthcare, Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
43,Female,Master’s,"Management, Python","Technology, Art, Education",Data Scientist,Tech,$90k–$140k,0.08
44,Other,Master’s,"Management, Python","Art, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
56,Male,Bachelor’s,"Design, Python, Data Analysis, Java",Education,Software Engineer,Tech,$80k–$120k,0.07
43,Other,PhD,"Data Analysis, Python","Art, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
41,Male,PhD,"Data Analysis, Python, Communication, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
43,Female,PhD,"Communication, Java, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
20,Other,Master’s,"Java, Python, Data Analysis, Design","Technology, Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
37,Female,High School,"Python, Data Analysis","Education, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
64,Male,Master’s,"Java, Management, Python, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
61,Male,PhD,"Data Analysis, Java, Python, Design","Education, Finance, Art",Data Scientist,Tech,$90k–$140k,0.08
55,Male,High School,"Java, Management","Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
21,Female,PhD,"Data Analysis, Communication, Design, Java","Education, Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
36,Male,Bachelor’s,"Design, Data Analysis, Management, Python","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
33,Female,PhD,"Java, Design, Management, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
62,Other,High School,"Communication, Design, Java","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
42,Male,High School,"Python, Communication, Design, Data Analysis",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
33,Male,Bachelor’s,"Data Analysis, Communication, Java",Finance,Graphic Designer,Creative,$40k–$60k,0.03
23,Other,Bachelor’s,"Management, Design, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
45,Female,Bachelor’s,"Communication, Management, Java",Finance,Graphic Designer,Creative,$40k–$60k,0.03
62,Male,Master’s,"Java, Python, Design, Communication","Art, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
24,Other,PhD,"Design, Management","Education, Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
43,Female,High School,"Design, Management",Art,Data Scientist,Tech,$90k–$140k,0.08
36,Other,High School,"Communication, Python","Education, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
41,Female,PhD,"Python, Communication, Java, Data Analysis","Education, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
26,Female,PhD,"Java, Management, Communication, Python","Art, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
61,Other,High School,"Design, Java, Management, Python","Art, Technology, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
42,Other,High School,"Java, Python, Design, Management","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
22,Female,High School,"Management, Java",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
49,Female,Master’s,"Python, Design, Data Analysis",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
31,Other,Master’s,"Python, Management, Java, Communication","Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
42,Female,PhD,"Data Analysis, Communication, Design","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
54,Female,Bachelor’s,"Communication, Management, Java, Data Analysis","Finance, Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
62,Other,PhD,"Data Analysis, Java",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
40,Female,PhD,"Management, Java, Python, Design","Art, Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
50,Female,High School,"Management, Communication, Python, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
41,Other,Bachelor’s,"Data Analysis, Management, Python, Design","Art, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
32,Male,High School,"Python, Design, Data Analysis",Art,Graphic Designer,Creative,$40k–$60k,0.03
45,Male,PhD,"Management, Java",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
57,Female,Bachelor’s,"Management, Data Analysis","Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
19,Male,High School,"Management, Communication","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
48,Other,High School,"Design, Java, Python, Communication",Art,Data Scientist,Tech,$90k–$140k,0.08
42,Other,Bachelor’s,"Communication, Management, Design, Data Analysis","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
42,Other,High School,"Data Analysis, Java, Python","Finance, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
28,Other,Bachelor’s,"Communication, Data Analysis, Java, Management",Education,Software Engineer,Tech,$80k–$120k,0.07
28,Other,High School,"Python, Management, Java","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
35,Other,Bachelor’s,"Design, Data Analysis","Education, Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
29,Other,Master’s,"Python, Management",Education,Software Engineer,Tech,$80k–$120k,0.07
32,Female,Master’s,"Java, Data Analysis, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
51,Other,High School,"Data Analysis, Design, Python, Management",Technology,Data Scientist,Tech,$90k–$140k,0.08
30,Male,PhD,"Communication, Design","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
63,Other,Bachelor’s,"Management, Java, Communication","Art, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
26,Male,High School,"Python, Design, Communication, Management",Finance,Data Scientist,Tech,$90k–$140k,0.08
60,Other,High School,"Design, Management","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
62,Other,Master’s,"Communication, Management, Python",Education,Software Engineer,Tech,$80k–$120k,0.07
51,Male,PhD,"Java, Management, Data Analysis, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
32,Other,Master’s,"Management, Data Analysis, Java","Art, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
44,Male,Master’s,"Data Analysis, Communication, Java, Design","Healthcare, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
48,Male,PhD,"Data Analysis, Management, Java","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
52,Female,Master’s,"Management, Design","Healthcare, Technology",Graphic Designer,Creative,$40k–$60k,0.03
48,Female,Bachelor’s,"Management, Java, Design, Python","Education, Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
27,Male,Bachelor’s,"Communication, Java",Finance,Software Engineer,Tech,$80k–$120k,0.07
